Date;Hour;NO1 Down Price;NO1 Down Volume procured;NO1 Up Price;NO1 Up Volume procured;NO2 Down Price;NO2 Down Volume procured;NO2 Up Price;NO2 Up Volume procured;NO3 Down Price;NO3 Down Volume procured;NO3 Up Price;NO3 Up Volume procured;NO4 Down Price;NO4 Down Volume procured;NO4 Up Price;NO4 Up Volume procured;NO5 Down Price;NO5 Down Volume procured;NO5 Up Price;NO5 Up Volume procured
12.02.2024;00:00;1.8;0.0;2.4;0.0;1.8;50.0;2.4;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4;300.0
12.02.2024;01:00;1.8;0.0;2.4;0.0;1.8;50.0;2.4;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;2.4;300.0
12.02.2024;02:00;1.8;0.0;2.4;0.0;1.8;50.0;2.4;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;2.4;300.0
12.02.2024;03:00;1.8;0.0;3.0;15.0;1.8;91.0;3.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;9.0;3.0;315.0
12.02.2024;04:00;1.8;0.0;2.4;0.0;1.8;91.0;2.4;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;9.0;2.4;300.0
12.02.2024;05:00;2.4;0.0;3.0;0.0;2.4;100.0;3.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;265.0
12.02.2024;06:00;2.4;0.0;12.0;30.0;2.4;100.0;12.0;273.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.4;447.0
12.02.2024;07:00;2.4;0.0;26.4;93.0;2.4;100.0;26.4;590.0;0.0;0.0;0.4;30.0;0.0;0.0;0.4;30.0;0.0;0.0;22.8;667.0
12.02.2024;08:00;3.6;0.0;30.6;89.0;3.6;150.0;30.6;720.0;0.0;0.0;0.4;30.0;0.0;0.0;0.4;30.0;0.0;0.0;24.6;691.0
12.02.2024;09:00;2.4;0.0;31.0;104.0;2.4;100.0;31.0;594.0;0.0;0.0;43.54;20.0;0.0;0.0;43.54;30.0;0.0;0.0;23.93;702.0
12.02.2024;10:00;2.4;0.0;21.0;80.0;2.4;100.0;21.0;644.0;0.0;0.0;43.54;20.0;0.0;0.0;43.54;30.0;0.0;0.0;15.0;626.0
12.02.2024;11:00;2.4;0.0;15.0;30.0;2.4;100.0;15.0;639.0;0.0;0.0;16.46;20.0;0.0;0.0;16.46;30.0;0.0;0.0;9.6;631.0
12.02.2024;12:00;2.4;0.0;12.6;30.0;2.4;100.0;12.6;553.0;0.0;0.0;16.2;20.0;0.0;0.0;16.2;30.0;0.0;0.0;8.26;517.0
12.02.2024;13:00;2.4;0.0;12.6;30.0;2.4;100.0;12.6;553.0;0.0;0.0;0.4;30.0;0.0;0.0;0.4;30.0;0.0;0.0;8.26;517.0
12.02.2024;14:00;2.4;0.0;12.0;30.0;2.4;100.0;12.0;499.0;0.0;0.0;0.4;30.0;0.0;0.0;0.4;30.0;0.0;0.0;8.4;521.0
12.02.2024;15:00;2.4;0.0;15.0;25.0;2.4;100.0;15.0;544.0;0.0;0.0;16.46;20.0;0.0;0.0;16.46;30.0;0.0;0.0;10.0;531.0
12.02.2024;16:00;2.4;0.0;19.8;30.0;2.4;138.0;19.8;589.0;0.0;0.0;17.4;20.0;0.0;0.0;17.4;30.0;1.8;12.0;17.93;631.0
12.02.2024;17:00;2.4;0.0;32.4;94.0;2.4;138.0;32.4;604.0;0.0;0.0;22.54;20.0;0.0;0.0;22.54;30.0;1.8;12.0;28.2;702.0
12.02.2024;18:00;2.4;0.0;34.0;50.0;2.4;100.0;34.0;584.0;0.0;0.0;19.54;20.0;0.0;0.0;19.54;30.0;0.0;0.0;29.4;666.0
12.02.2024;19:00;1.8;0.0;34.0;50.0;1.8;50.0;34.0;480.0;0.0;0.0;0.4;30.0;0.0;0.0;0.4;30.0;0.0;0.0;27.0;620.0
12.02.2024;20:00;1.8;0.0;19.2;28.0;1.8;50.0;19.2;430.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.2;492.0
12.02.2024;21:00;1.8;0.0;12.0;5.0;1.8;50.0;12.0;163.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;432.0
12.02.2024;22:00;1.8;0.0;6.0;5.0;1.8;50.0;6.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;375.0
12.02.2024;23:00;1.8;0.0;3.6;0.0;1.8;50.0;3.6;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6;230.0
13.02.2024;00:00;2.5;0.0;3.0;25.0;2.5;50.0;3.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;275.0
13.02.2024;01:00;1.0;0.0;2.5;35.0;1.0;25.0;2.5;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0;2.5;265.0
13.02.2024;02:00;1.0;0.0;3.15;55.0;1.0;25.0;3.15;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0;3.15;275.0
13.02.2024;03:00;2.5;10.0;3.15;55.0;2.5;60.0;3.15;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;35.0;3.15;275.0
13.02.2024;04:00;2.5;10.0;3.15;55.0;2.5;60.0;3.15;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;35.0;3.15;275.0
13.02.2024;05:00;2.5;10.0;3.0;10.0;2.5;90.0;3.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;290.0
13.02.2024;06:00;2.5;10.0;9.0;15.0;2.5;90.0;9.0;303.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;432.0
13.02.2024;07:00;2.5;10.0;28.5;109.0;2.5;90.0;28.5;584.0;0.0;0.0;4.0;72.0;0.0;0.0;4.0;0.0;0.0;0.0;24.5;657.0
13.02.2024;08:00;37.0;20.0;31.0;109.0;3.5;126.0;31.0;725.0;0.0;0.0;12.0;50.0;0.0;0.0;12.0;0.0;1.0;10.0;26.0;666.0
13.02.2024;09:00;2.5;10.0;28.5;109.0;2.5;90.0;28.5;634.0;0.0;0.0;12.0;50.0;0.0;0.0;12.0;0.0;0.0;0.0;24.5;657.0
13.02.2024;10:00;2.5;10.0;17.0;60.0;2.5;90.0;17.0;684.0;0.0;0.0;12.5;50.0;0.0;0.0;12.5;0.0;0.0;0.0;12.5;606.0
13.02.2024;11:00;2.5;10.0;12.0;60.0;2.5;90.0;12.0;629.0;0.0;0.0;12.5;50.0;0.0;0.0;12.5;0.0;0.0;0.0;7.5;611.0
13.02.2024;12:00;2.5;10.0;11.0;99.0;2.5;90.0;11.0;502.0;0.0;0.0;11.5;50.0;0.0;0.0;11.5;0.0;0.0;0.0;5.0;499.0
13.02.2024;13:00;2.5;10.0;12.0;99.0;2.5;90.0;12.0;515.0;0.0;0.0;11.5;50.0;0.0;0.0;11.5;0.0;0.0;0.0;5.0;486.0
13.02.2024;14:00;2.5;10.0;12.0;60.0;2.5;90.0;12.0;499.0;0.0;0.0;12.0;50.0;0.0;0.0;12.0;0.0;0.0;0.0;5.0;491.0
13.02.2024;15:00;2.5;10.0;14.5;29.0;2.5;90.0;14.5;570.0;0.0;0.0;17.04;51.0;0.0;0.0;17.04;0.0;0.0;0.0;10.0;501.0
13.02.2024;16:00;37.0;20.0;22.0;60.0;3.5;130.0;22.0;560.0;0.0;0.0;18.17;51.0;0.0;0.0;18.17;0.0;0.0;0.0;18.5;630.0
13.02.2024;17:00;4.5;10.0;30.0;60.0;4.5;140.0;30.0;679.0;0.0;0.0;15.5;46.0;0.0;0.0;0.25;30.0;0.0;0.0;26.0;661.0
13.02.2024;18:00;2.5;10.0;32.5;54.0;2.5;90.0;32.5;637.0;0.0;0.0;17.0;50.0;0.0;0.0;17.0;0.0;0.0;0.0;30.5;609.0
13.02.2024;19:00;2.5;0.0;28.0;35.0;2.5;50.0;28.0;554.0;0.0;0.0;18.0;50.0;0.0;0.0;18.0;0.0;0.0;0.0;26.0;561.0
13.02.2024;20:00;2.0;10.0;20.0;15.0;1.5;40.0;20.0;453.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;482.0
13.02.2024;21:00;2.5;0.0;9.0;5.0;2.5;50.0;9.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;435.0
13.02.2024;22:00;2.5;0.0;5.0;0.0;2.5;50.0;5.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;310.0
13.02.2024;23:00;2.5;0.0;4.5;0.0;2.5;50.0;4.5;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;250.0
14.02.2024;00:00;2.5;0.0;5.0;25.0;2.5;50.0;5.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;305.0
14.02.2024;01:00;2.5;0.0;5.0;43.0;2.5;50.0;5.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;287.0
14.02.2024;02:00;2.5;0.0;4.5;55.0;2.5;50.0;4.5;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;275.0
14.02.2024;03:00;2.5;10.0;4.5;55.0;2.5;60.0;4.5;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;30.0;4.5;275.0
14.02.2024;04:00;2.5;10.0;4.5;55.0;2.5;60.0;4.5;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;30.0;4.5;275.0
14.02.2024;05:00;2.5;10.0;7.0;40.0;2.5;90.0;7.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;290.0
14.02.2024;06:00;2.5;10.0;11.0;50.0;2.5;90.0;11.0;247.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;453.0
14.02.2024;07:00;2.5;10.0;25.5;109.0;2.5;90.0;25.5;560.0;0.0;0.0;3.16;50.0;0.0;0.0;0.0;0.0;0.0;0.0;20.5;681.0
14.02.2024;08:00;15.0;30.0;31.5;109.0;3.0;120.0;31.5;702.0;0.0;0.0;3.28;50.0;0.0;0.0;0.0;0.0;0.0;0.0;22.9;689.0
14.02.2024;09:00;2.5;10.0;25.5;109.0;2.5;90.0;25.5;593.0;0.0;0.0;3.28;50.0;0.0;0.0;0.0;0.0;0.0;0.0;20.5;698.0
14.02.2024;10:00;2.5;10.0;24.0;109.0;2.5;90.0;24.0;620.0;0.0;0.0;6.11;50.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;621.0
14.02.2024;11:00;2.5;10.0;18.5;109.0;2.5;90.0;18.5;568.0;0.0;0.0;4.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;10.52;623.0
14.02.2024;12:00;2.5;10.0;14.0;60.0;2.5;90.0;14.0;514.0;0.0;0.0;10.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;7.52;526.0
14.02.2024;13:00;2.5;10.0;13.5;60.0;2.5;90.0;13.5;514.0;0.0;0.0;6.47;51.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;526.0
14.02.2024;14:00;2.5;10.0;13.5;50.0;2.5;90.0;13.5;482.0;0.0;0.0;3.28;50.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;518.0
14.02.2024;15:00;2.5;10.0;17.0;70.0;2.5;90.0;17.0;494.0;0.0;0.0;3.28;50.0;0.0;0.0;0.0;0.0;0.0;0.0;9.5;536.0
14.02.2024;16:00;3.5;10.0;19.0;70.0;3.5;140.0;19.0;529.0;0.0;0.0;3.28;50.0;0.0;0.0;0.0;0.0;0.0;0.0;13.9;651.0
14.02.2024;17:00;15.0;30.0;34.0;109.0;15.0;120.0;34.0;616.0;0.0;0.0;4.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;23.5;675.0
14.02.2024;18:00;2.5;10.0;30.5;109.0;2.5;90.0;30.5;560.0;0.0;0.0;4.51;50.0;0.0;0.0;0.0;0.0;0.0;0.0;26.5;631.0
14.02.2024;19:00;2.5;0.0;25.5;70.0;2.5;50.0;25.5;499.0;0.0;0.0;3.16;50.0;0.0;0.0;0.0;0.0;0.0;0.0;22.9;581.0
14.02.2024;20:00;2.5;0.0;19.0;70.0;2.5;50.0;19.0;365.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;515.0
14.02.2024;21:00;2.5;0.0;10.52;15.0;2.5;50.0;10.52;178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.52;407.0
14.02.2024;22:00;2.5;0.0;7.0;5.0;2.5;50.0;7.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;357.0
14.02.2024;23:00;2.5;0.0;6.0;10.0;2.5;50.0;6.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;320.0
15.02.2024;00:00;2.0;25.0;2.0;10.0;2.0;25.0;2.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;240.0
15.02.2024;01:00;2.0;25.0;2.0;10.0;2.0;25.0;1.5;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;290.0
15.02.2024;02:00;2.0;25.0;2.0;10.0;2.0;25.0;2.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;290.0
15.02.2024;03:00;2.0;31.0;2.0;10.0;2.0;46.0;1.5;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;23.0;2.0;290.0
15.02.2024;04:00;2.0;41.0;2.0;10.0;2.0;46.0;2.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;2.0;290.0
15.02.2024;05:00;2.0;34.0;3.0;10.0;2.0;66.0;3.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;290.0
15.02.2024;06:00;2.0;34.0;7.5;15.0;2.0;66.0;7.5;303.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;432.0
15.02.2024;07:00;2.0;34.0;20.9;50.0;2.0;66.0;20.9;621.0;0.0;0.0;3.0;54.0;0.0;0.0;3.0;0.0;0.0;0.0;15.0;679.0
15.02.2024;08:00;2.5;41.0;21.5;46.0;2.5;109.0;21.5;783.0;0.0;0.0;3.0;54.0;0.0;0.0;3.0;0.0;0.0;0.0;15.0;671.0
15.02.2024;09:00;2.0;34.0;20.0;66.0;2.0;66.0;20.0;653.0;0.0;0.0;3.0;54.0;0.0;0.0;3.0;0.0;0.0;0.0;15.0;681.0
15.02.2024;10:00;2.0;34.0;18.0;60.0;2.0;66.0;18.0;679.0;0.0;0.0;9.5;50.0;0.0;0.0;9.5;0.0;0.0;0.0;12.0;611.0
15.02.2024;11:00;2.0;34.0;13.0;30.0;2.0;66.0;13.0;654.0;0.0;0.0;9.5;50.0;0.0;0.0;9.5;0.0;0.0;0.0;8.0;616.0
15.02.2024;12:00;2.0;34.0;11.0;30.0;2.0;66.0;11.0;559.0;0.0;0.0;4.0;53.0;0.0;0.0;4.0;0.0;0.0;0.0;7.5;511.0
15.02.2024;13:00;2.0;34.0;12.0;50.0;2.0;66.0;12.0;538.0;0.0;0.0;4.0;53.0;0.0;0.0;4.0;0.0;0.0;0.0;6.5;512.0
15.02.2024;14:00;2.0;34.0;12.0;40.0;2.0;66.0;12.0;499.0;0.0;0.0;4.0;53.0;0.0;0.0;4.0;0.0;0.0;0.0;7.0;511.0
15.02.2024;15:00;2.0;34.0;14.0;50.0;2.0;66.0;14.0;529.0;0.0;0.0;4.0;53.0;0.0;0.0;4.0;0.0;0.0;0.0;8.0;521.0
15.02.2024;16:00;2.5;41.0;17.0;60.0;2.5;109.0;17.0;569.0;0.0;0.0;9.5;50.0;0.0;0.0;9.5;0.0;0.0;0.0;12.0;621.0
15.02.2024;17:00;2.5;41.0;32.0;109.0;2.5;109.0;32.0;620.0;0.0;0.0;9.5;50.0;0.0;0.0;9.5;0.0;0.0;0.0;20.34;671.0
15.02.2024;18:00;2.0;34.0;30.5;70.0;2.0;66.0;30.5;610.0;0.0;0.0;3.0;54.0;0.0;0.0;3.0;0.0;0.0;0.0;21.0;620.0
15.02.2024;19:00;2.0;25.0;25.0;65.0;2.0;25.0;25.0;511.0;0.0;0.0;3.0;54.0;0.0;0.0;3.0;0.0;2.0;0.0;17.5;574.0
15.02.2024;20:00;2.0;25.0;11.0;25.0;2.0;25.0;11.0;353.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;10.0;572.0
15.02.2024;21:00;2.0;25.0;7.0;10.0;2.0;25.0;7.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.5;460.0
15.02.2024;22:00;2.0;25.0;5.0;10.0;2.0;25.0;5.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;320.0
15.02.2024;23:00;2.0;25.0;3.5;10.0;2.0;25.0;3.5;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;290.0
16.02.2024;00:00;2.0;25.0;2.0;114.0;2.0;25.0;2.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;136.0
16.02.2024;01:00;2.0;0.0;2.0;114.0;2.0;25.0;2.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;25.0;2.0;121.0
16.02.2024;02:00;2.0;0.0;2.0;114.0;2.0;25.0;2.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;25.0;2.0;121.0
16.02.2024;03:00;2.5;0.0;2.0;114.0;2.5;70.0;2.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;30.0;2.0;121.0
16.02.2024;04:00;2.5;0.0;2.0;114.0;2.5;70.0;2.0;115.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;30.0;2.0;121.0
16.02.2024;05:00;2.5;0.0;2.0;114.0;2.5;100.0;2.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;216.0
16.02.2024;06:00;2.5;51.0;2.0;114.0;2.5;49.0;5.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;436.0
16.02.2024;07:00;2.0;51.0;16.0;109.0;2.0;49.0;16.0;570.0;0.0;0.0;3.02;50.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;671.0
16.02.2024;08:00;2.0;51.0;17.5;109.0;2.0;99.0;17.5;720.0;0.0;0.0;4.25;52.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;671.0
16.02.2024;09:00;2.0;45.0;15.0;109.0;2.0;55.0;15.0;619.0;0.0;0.0;4.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;672.0
16.02.2024;10:00;2.0;45.0;10.0;99.0;2.0;55.0;10.0;629.0;0.0;0.0;6.02;52.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;622.0
16.02.2024;11:00;2.0;45.0;8.5;99.0;2.0;55.0;8.5;598.0;0.0;0.0;3.25;52.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;603.0
16.02.2024;12:00;2.5;31.0;7.0;99.0;2.5;69.0;7.0;504.0;0.0;0.0;3.25;52.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;497.0
16.02.2024;13:00;2.5;31.0;6.0;99.0;2.5;69.0;8.5;500.0;0.0;0.0;3.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;501.0
16.02.2024;14:00;2.5;51.0;7.0;99.0;2.5;49.0;7.0;449.0;0.0;0.0;3.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;502.0
16.02.2024;15:00;2.0;45.0;10.0;99.0;2.0;55.0;10.0;479.0;0.0;0.0;5.27;50.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;522.0
16.02.2024;16:00;2.5;51.0;11.5;109.0;2.5;99.0;11.5;529.0;0.0;0.0;3.25;50.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;612.0
16.02.2024;17:00;2.5;51.0;17.0;109.0;2.5;99.0;17.0;630.0;0.0;0.0;5.27;50.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;661.0
16.02.2024;18:00;2.0;25.0;16.0;109.0;2.0;75.0;16.0;580.0;0.0;0.0;4.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;611.0
16.02.2024;19:00;2.0;25.0;12.0;99.0;2.0;25.0;12.0;495.0;0.0;0.0;3.02;50.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;556.0
16.02.2024;20:00;2.0;25.0;9.5;99.0;2.0;25.0;9.5;295.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;556.0
16.02.2024;21:00;2.0;25.0;3.0;94.0;2.0;25.0;3.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;436.0
16.02.2024;22:00;2.0;25.0;2.0;55.0;2.0;25.0;2.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;325.0
16.02.2024;23:00;2.0;25.0;2.0;114.0;2.0;25.0;2.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;216.0
17.02.2024;00:00;1.5;0.0;2.0;35.0;1.5;37.0;2.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;13.0;2.0;112.0
17.02.2024;01:00;1.3;0.0;1.5;0.0;1.3;20.0;1.5;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;30.0;1.5;97.0
17.02.2024;02:00;1.3;0.0;2.0;35.0;1.3;20.0;2.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;30.0;2.0;112.0
17.02.2024;03:00;2.0;31.0;2.0;35.0;2.0;39.0;2.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;30.0;2.0;112.0
17.02.2024;04:00;2.0;31.0;2.0;35.0;2.0;39.0;2.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;30.0;2.0;112.0
17.02.2024;05:00;2.0;31.0;2.0;35.0;2.0;69.0;2.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;112.0
17.02.2024;06:00;2.0;25.0;2.0;35.0;2.0;75.0;2.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;162.0
17.02.2024;07:00;9.0;31.0;3.0;45.0;9.0;156.0;3.0;193.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;13.0;3.0;162.0
17.02.2024;08:00;10.5;51.0;4.5;94.0;10.5;181.0;4.5;333.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;4.5;473.0
17.02.2024;09:00;2.0;12.0;5.0;94.0;2.0;75.0;5.0;379.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;13.0;5.0;527.0
17.02.2024;10:00;2.0;25.0;4.0;84.0;2.0;75.0;4.0;376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;390.0
17.02.2024;11:00;9.0;31.0;4.0;55.0;9.0;116.0;4.0;333.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;10.0;4.0;362.0
17.02.2024;12:00;10.0;31.0;3.5;84.0;10.0;106.0;3.5;283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;13.0;3.5;333.0
17.02.2024;13:00;10.0;31.0;3.5;94.0;10.0;106.0;3.5;283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;13.0;3.5;323.0
17.02.2024;14:00;2.0;12.0;3.5;94.0;2.0;75.0;3.5;283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;13.0;3.5;323.0
17.02.2024;15:00;2.0;10.0;3.5;94.0;2.0;72.0;3.5;283.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;3.5;323.0
17.02.2024;16:00;10.5;31.0;7.9;94.0;10.5;151.0;7.9;429.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;7.9;577.0
17.02.2024;17:00;10.5;31.0;18.7;94.0;10.5;151.0;18.7;785.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;18.7;721.0
17.02.2024;18:00;5.0;31.0;18.7;114.0;5.0;101.0;18.7;815.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;18.7;771.0
17.02.2024;19:00;1.5;0.0;13.0;94.0;1.5;32.0;13.0;610.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;10.0;696.0
17.02.2024;20:00;1.5;0.0;7.9;94.0;1.5;32.0;7.9;479.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;7.9;477.0
17.02.2024;21:00;1.5;0.0;5.5;94.0;1.5;32.0;5.5;266.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;5.5;390.0
17.02.2024;22:00;1.5;0.0;4.0;74.0;1.5;32.0;4.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;4.0;223.0
17.02.2024;23:00;2.0;10.0;2.5;35.0;2.0;72.0;2.5;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;18.0;2.5;212.0
18.02.2024;00:00;2.0;25.0;4.0;55.0;2.0;25.0;4.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;225.0
18.02.2024;01:00;2.0;25.0;4.0;55.0;2.0;25.0;4.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;175.0
18.02.2024;02:00;2.0;25.0;4.0;55.0;2.0;25.0;4.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;225.0
18.02.2024;03:00;2.0;31.0;4.0;55.0;2.0;69.0;4.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;225.0
18.02.2024;04:00;2.0;31.0;4.0;55.0;2.0;69.0;4.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;225.0
18.02.2024;05:00;2.0;31.0;4.0;55.0;2.0;69.0;4.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0;225.0
18.02.2024;06:00;2.0;31.0;4.0;55.0;2.0;69.0;4.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.5;232.0
